"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","hp_to_1b",""
"Drury, Brandon","592273","2022",".263",".492",".320","89.1","13.8",34.8,"41",10.4,7.3,22,42.2,62.5,30.1,64.2,85.8,"4.52",
"Gamel, Ben","592325","2022",".232",".369",".324","88.8","11.3",38,"17",6.2,6.2,28.8,37.6,64.9,23.7,48.1,86.7,"4.35",
"Judge, Aaron","592450","2022",".311",".686",".425","95.9","15",39,"106",26.5,7.2,20,61.8,66.1,22.9,46.5,79.7,"4.66",
"Machado, Manny","592518","2022",".298",".531",".366","91.5","16",36.7,"44",9.8,9.8,24.4,49,74.4,30.7,60.2,82.3,"4.71",
"Pederson, Joc","592626","2022",".274",".521",".353","93.2","14.8",34.2,"43",15.1,5.6,23.9,52.1,65,29.6,55.8,84.9,"4.44",
"Realmuto, J.T.","592663","2022",".276",".478",".342","90.3","13.1",35.6,"44",11.3,6.7,26.7,47.2,67.7,31,61.6,80.4,"4.35",
"Renfroe, Hunter","592669","2022",".255",".492",".315","90.5","17.7",32.7,"39",10.9,6.4,21.8,43.6,66.2,31.8,58.3,81.2,"4.52",
"Yelich, Christian","592885","2022",".252",".383",".355","91.5","3.6",30.3,"34",8.2,6.7,25.5,48.6,65.4,23.2,48.5,85.1,"4.37",
"Merrifield, Whit","593160","2022",".250",".375",".298","87.1","15.1",37.9,"18",4.2,7.3,23,31.1,71.4,29.8,65.9,85.6,"4.32",
"Bogaerts, Xander","593428","2022",".307",".456",".377","88.1","10.2",30.3,"29",6.5,4.9,27.8,39.5,63.5,29.2,62.4,81.5,"4.31",
"Polanco, Jorge","593871","2022",".235",".405",".346","89","21.7",37.7,"29",10.2,6.3,25.7,38.7,61.1,25.2,57,81.8,"4.18",
"Calhoun, Kole","594777","2022",".196",".330",".257","90.8","15.4",40.4,"25",9.8,8.6,26.7,48.2,78.4,32.3,46.4,72.5,"4.66",
"Duvall, Adam","594807","2022",".213",".401",".276","88.3","23.4",36.2,"24",12.8,7.4,21.3,41,67.4,34.3,56.1,78.6,"4.46",
"Profar, Jurickson","595777","2022",".243",".391",".331","87.5","12.9",34.7,"19",4,4.6,28.7,34.3,64.2,23.7,68,85.5,"4.48",
"Baez, Javier","595879","2022",".238",".393",".278","87.9","9.6",29.7,"33",8,4.9,20.9,38,67.9,47.5,50.9,77.7,"4.34",
"Hedges, Austin","595978","2022",".163",".248",".241","84.2","16.7",31.9,"7",3.1,4.4,19.2,22.3,68.4,28.5,50,80.8,"4.94",
"Lindor, Francisco","596019","2022",".270",".449",".339","89.3","13.8",29.2,"42",8.3,6.2,22.4,41.3,68.1,29.9,59.8,85.5,"4.43",
"Odor, Rougned","596059","2022",".207",".357",".275","87.8","21.5",30.5,"21",6.5,5.6,23.1,33.3,72.9,30.9,56.2,79.2,"4.39",
"Slater, Austin","596103","2022",".264",".408",".366","89","6.6",43.2,"20",10.5,6.8,28.9,39.5,67.3,26.5,51.1,75.6,"4.37",
"Story, Trevor","596115","2022",".238",".434",".303","88.9","17.8",36,"27",11.3,7.1,21.3,40.6,69,33.1,52.3,78.5,"4.33",
"Vogelbach, Daniel","596129","2022",".238",".433",".360","89.4","15.8",38.1,"29",10.6,7.7,24.5,39.9,45.5,20.5,66.8,86.1,"4.9",
"Sanchez, Gary","596142","2022",".205",".377",".282","90.5","14",29.2,"39",13.5,5.9,19.1,49.3,60.7,28.7,49.3,79.5,"4.72",
"Kepler, Max","596146","2022",".227",".348",".318","89.1","11.2",31.9,"23",7.1,5.2,25.2,39.9,70.5,23.5,58.9,87.2,"4.34",
"Franco, Maikel","596748","2022",".229",".342",".255","87","11.5",33.1,"14",4.7,5.7,25.1,34.4,68.3,38.5,60.7,78.2,"4.88",
"Choi, Ji Man","596847","2022",".233",".388",".341","92.2","10.6",37.3,"28",11.9,8.1,27.5,47.5,67.5,19.9,44.4,75.3,"4.57",
"Bradley Jr., Jackie","598265","2022",".203",".311",".255","87.6","7.4",29.4,"13",4.8,7.4,22.3,37.2,69.7,28.6,56.5,74.8,"4.42",
"Candelario, Jeimer","600869","2022",".217",".361",".272","87.2","13.5",37,"27",8.3,4,21.3,34.6,74.5,33.6,59.7,81.5,"4.51",
"Daza, Yonathan","602074","2022",".301",".384",".349","84.8","4.6",34.1,"6",1.9,2.5,32.5,25,66.1,35.7,69.9,87,"4.35",
"Urias, Ramon","602104","2022",".248",".414",".305","89.4","11",32.1,"30",9.6,5.4,24.7,46.5,70.8,29,56.9,79,"4.66",
"Anderson, Brian","605119","2022",".222",".346",".311","88.7","7.7",31.1,"23",9.7,4.2,24.8,42,73.9,29,51.9,76.8,"4.44",
"Bell, Josh","605137","2022",".266",".422",".362","88.9","8.4",30.7,"33",7.2,3.7,27.4,40.8,68.8,24.9,65.4,83.6,"4.62",
"Betts, Mookie","605141","2022",".269",".533",".340","90.5","18.6",36.2,"46",9.7,8.7,22.7,44.9,66.9,22.2,59.5,91.7,"4.45",
"Caratini, Victor","605170","2022",".199",".342",".300","89.4","6.6",30,"13",6.3,5.3,28.5,43.5,60.9,23.8,55,88.6,"4.85",
"Davis, J.D.","605204","2022",".248",".418",".340","92.4","12.3",34.8,"32",16.2,5.6,26.3,56.1,76.8,25.4,47.1,67.5,"4.71",
"Castro, Harold","605612","2022",".271",".381",".300","87","11.4",41.6,"21",6.1,7.8,28.9,33.3,69.3,39.8,69.8,86.4,"4.51",
"Tapia, Raimel","606132","2022",".265",".380",".292","87.6","4",27.5,"17",5.1,3.3,26.9,38,70.3,42.3,66.9,85.1,"4.27",
"Hernandez, Teoscar","606192","2022",".267",".491",".316","92.6","11.6",36.3,"52",15,7.5,23.3,53.3,69,30.3,44.1,74.9,"4.33",
"Marte, Ketel","606466","2022",".240",".407",".321","90.1","13.5",31.6,"24",6.1,5.8,28,41.9,65.7,28.1,69.6,83.4,"4.46",
"Haase, Eric","606992","2022",".254",".443",".305","87.7","17",32.3,"20",8.7,7.9,21.4,42.4,70.3,35.4,51.1,76.7,"4.5",
"Nimmo, Brandon","607043","2022",".274",".433",".367","89.4","6.1",28.1,"33",7,3.6,25.1,39.8,64.8,21.2,61.4,85.9,"4.18",
"Peterson, Jace","607054","2022",".236",".382",".316","88.6","9.7",33.7,"15",7.2,5.3,23.6,36.1,57.8,23.4,48.5,81.1,"4.25",
"Turner, Trea","607208","2022",".298",".466",".343","88.9","10.2",35.3,"40",7.6,6.5,24.3,41.6,72.4,33.1,53.7,84.5,"4.14",
"Stallings, Jacob","607732","2022",".223",".292",".292","86.7","12.9",33.5,"9",3.4,6,25.6,32.3,62,26,53.8,87.3,"5.04",
"Ramirez, Jose","608070","2022",".280",".514",".355","87.7","20.7",33.7,"35",6.6,6.4,22.3,36.9,66.4,28.7,73.1,90.1,"4.22",
"Bregman, Alex","608324","2022",".259",".454",".366","88.9","19.5",36.2,"35",7.3,9.4,24.3,37.8,65.8,17.8,67.4,90.6,"4.6",
"Gallo, Joey","608336","2022",".160",".357",".280","89.6","23.8",29.3,"33",17.6,8,14.4,50.5,70.1,27.5,37.5,68.3,"4.58",
"Kelly, Carson","608348","2022",".211",".334",".282","87.7","14.7",33.2,"13",5.2,7.2,22.8,36.8,62.8,24.3,59.9,86.2,"4.82",
"Seager, Corey","608369","2022",".245",".455",".317","91.1","13.6",38.4,"52",10.5,9.9,24.2,45.5,80.7,30.5,45.2,85.1,"4.67",
"Winker, Jesse","608385","2022",".219",".344",".344","87.7","16.8",32,"27",7.6,3.1,26.1,34.3,68.1,18.8,59.7,85.6,"4.67",
"Reyes, Franmil","614177","2022",".221",".365",".273","92","9.9",27.8,"32",11.3,8.5,19,45.8,68.4,28.4,36,74.9,"4.8",
"Swanson, Dansby","621020","2022",".277",".447",".329","90.2","15.7",37,"50",10.8,8,27.1,46.3,72.4,26.4,50.3,76.2,"4.33",
"Newman, Kevin","621028","2022",".274",".372",".316","85.8","13.1",31.7,"4",1.6,3.3,28.8,27.2,64.9,31.2,70.2,90.3,"4.39",
"Taylor, Chris","621035","2022",".221",".373",".304","87.4","20.4",40.8,"25",10.2,6.1,24.5,38,75.2,23,33.6,67.6,"4.35",
"Correa, Carlos","621043","2022",".291",".467",".366","89.9","11.6",35.3,"46",11.4,5.7,25.4,44.7,63.3,26.9,63.4,84.7,"4.57",
"Taylor, Tyrone","621438","2022",".233",".442",".286","88","16.9",34.7,"27",9.9,7.3,20.8,37.6,68.8,32.3,49.8,84.1,"4.5",
"Buxton, Byron","621439","2022",".224",".526",".306","92.9","21.4",34.2,"37",16.4,7.1,18.7,50.2,66.2,26.8,42.6,75,"4.16",
"Ward, Taylor","621493","2022",".281",".473",".360","90","15.8",41.8,"47",12.4,7.4,26.3,42.9,62.3,20.6,58.9,83.9,"4.4",
"Nido, Tomas","621512","2022",".239",".324",".276","86.3","8.3",40.1,"14",6.3,8.1,24.8,33.3,81.6,42.1,54.4,69.5,"4.82",
"Wisdom, Patrick","621550","2022",".207",".426",".298","90.7","21",29.8,"41",14.2,6.2,15.6,46.3,70.5,26.4,38.1,73.7,"4.5",
"Wendle, Joey","621563","2022",".259",".360",".297","87.5","3",27.9,"5",1.7,5,25.2,36.2,66.6,39.8,69.8,89.2,"4.29",
"Olson, Matt","621566","2022",".240",".477",".325","92.9","16.1",33.8,"61",13.6,7.6,22,50.9,73.9,28.5,58.4,76.6,"4.65",
"Margot, Manuel","622534","2022",".274",".375",".325","89.5","10.2",30.9,"10",3.7,3.7,28.3,37.9,74.4,32.6,54.2,83.6,"4.33",
"Reyes, Victor","622682","2022",".254",".362",".289","87.9","10.9",35.5,"12",5,5,31.4,36.8,71.5,42.6,68.6,73.9,"4.5",
"Mateo, Jorge","622761","2022",".221",".379",".267","86.8","14.8",35.5,"21",6,5.7,21.6,32.7,72.6,36.6,48.4,78.1,"4.2",
"Velazquez, Andrew","623205","2022",".196",".304",".236","88","8.2",33,"14",6.6,6.6,24.1,34,76.8,29.3,43.3,70.4,"4.23",
"Ramirez, Harold","623912","2022",".300",".404",".343","88.5","4.8",32.2,"16",4.8,6.6,26.9,41.2,72.6,42,60.7,83.5,"4.33",
"Santander, Anthony","623993","2022",".240",".455",".318","90.1","21.4",33.5,"53",11.6,8.1,21.7,43.3,65.5,32.5,65.6,86,"4.67",
"Alonso, Pete","624413","2022",".271",".518",".352","89.8","18.2",34.5,"59",12.3,4.8,23.8,44.8,70.9,33.5,61.9,84.3,"4.67",
"Arroyo, Christian","624414","2022",".286",".414",".322","88.9","9.1",34.9,"15",6.4,4.3,34,42.1,76.8,40,60.6,90,"4.42",
"Biggio, Cavan","624415","2022",".202",".350",".318","88.3","19.5",36.2,"12",6.9,8.6,23,32.8,62.4,16.4,44.6,80.3,"4.35",
"Frazier, Adam","624428","2022",".238",".311",".301","85.1","13.6",37.7,"7",1.5,4,28.9,24.5,68.4,28.8,71.8,90.6,"4.4",
"Trevino, Jose","624431","2022",".248",".388",".283","87.9","13",31,"14",5.1,4,24.8,35,60.7,40,69.3,84.8,"4.69",
"Gordon, Nick","624503","2022",".272",".427",".316","90.6","12.5",36.6,"29",9.4,8.1,26.2,44.7,78.6,39.2,55.9,79.6,"4.41",
"Soler, Jorge","624585","2022",".207",".400",".295","91.2","13.7",33.1,"22",12.2,6.6,22.1,43.6,69.2,25.8,48.9,76.9,"4.66",
"Hernandez, Yadiel","628450","2022",".269",".410",".312","88.8","3.5",35.6,"20",8.6,7.7,28.8,42.1,72.9,31.5,57.1,76.3,"4.62",
"Cronenworth, Jake","630105","2022",".239",".390",".332","87.6","18.2",32.3,"26",5.6,6.9,20,34.1,60,21.6,61.3,88.6,"4.33",
"Pinder, Chad","640461","2022",".235",".385",".263","87.5","9.7",33.3,"16",6.5,7.3,26,40.7,75.4,30.1,47.4,72.7,"4.7",
"Anderson, Tim","641313","2022",".301",".395",".339","88.2","3.3",37.5,"16",5.8,5.4,31.8,41.2,75.8,41.6,63.9,84.5,"4.32",
"Bellinger, Cody","641355","2022",".210",".389",".265","89.4","20.3",34.4,"30",8.3,5.8,25.3,38.1,68.2,31.7,62.6,77.5,"4.23",
"Crawford, J.P.","641487","2022",".243",".336",".339","85.1","8.9",32.4,"9",2,4.7,24.3,29.7,61.9,20.5,68.4,90.4,"4.45",
"Dozier, Hunter","641531","2022",".236",".387",".292","88.5","13.1",33.1,"26",7.7,5,25.4,38.5,71.5,33,44.4,85.2,"4.49",
"Guillorme, Luis","641645","2022",".273",".340",".351","86.2","4.3",35.6,"6",2.4,2.8,30.8,24.9,57.4,21.3,72.1,91,"4.52",
"Heim, Jonah","641680","2022",".227",".399",".298","89.3","17",29.6,"22",6.9,5.9,20.6,39.9,73,29.6,64,84.3,"4.79",
"Mancini III, Trey","641820","2022",".239",".391",".319","89.5","12.7",39.6,"38",9.8,10.3,23.7,40.4,67.3,30.1,54.5,81.3,"4.76",
"McMahon, Ryan","641857","2022",".246",".414",".327","91.7","10.8",36.4,"39",10.4,6.7,27,46.5,63.4,25.4,52.1,79.1,"4.61",
"O'Neill, Tyler","641933","2022",".228",".392",".308","89.8","13.6",36.6,"27",11.3,6.7,22.3,43.3,68,25.9,50.7,76.6,"4.28",
"Tellez, Rowdy","642133","2022",".219",".461",".306","91.1","15.3",31.4,"53",12.9,7.3,21.4,46,61.1,27,60.5,83.3,"4.83",
"Siri, Jose","642350","2022",".213",".339",".268","87.2","15.4",35.1,"12",6.2,5.2,23.7,33,69.3,36.4,48.2,73.2,"4.2",
"Rosario, Amed","642708","2022",".283",".403",".312","88.4","5",31.1,"24",4.5,5.5,24.5,38.3,66.9,40,70.2,84.6,"4.17",
"Adames, Willy","642715","2022",".238",".458",".298","88.9","18.9",36.4,"52",13,6.5,22.2,43.6,71.2,29.8,54,79.9,"4.41",
"Estrada, Thairo","642731","2022",".260",".400",".322","86.2","8.1",31.6,"18",4.4,4.7,24.2,31.1,67.2,32.3,62.7,87.5,"4.3",
"Benintendi, Andrew","643217","2022",".304",".399",".373","89.2","12.6",39.2,"20",5.1,6.2,30,38.7,73.2,22.7,70.5,81.9,"4.38",
"Cooper, Garrett","643265","2022",".261",".415",".337","89.6","8.8",39,"32",10.7,8.3,26,43.7,61,30.3,59.2,83.2,"4.66",
"Kemp, Tony","643393","2022",".235",".334",".307","84.4","15",33.9,"7",1.6,4.1,23.6,14.9,68.4,29.4,76.3,89.7,"4.47",
"Kiner-Falefa, Isiah","643396","2022",".261",".327",".314","86.2","4.3",29.6,"5",1.2,4.3,26.5,30.1,58,30.8,78.4,93.8,"4.27",
"McNeil, Jeff","643446","2022",".326",".454",".382","86.9","12.8",39,"13",2.7,5.2,29.8,30.2,77.6,29.2,73.1,87.1,"4.16",
"Robles, Victor","645302","2022",".224",".311",".273","84.6","15.8",29.2,"9",3.2,3.2,20.6,23.8,73.1,33,49.8,78.5,"4.36",
"Devers, Rafael","646240","2022",".295",".521",".358","93.1","11.3",33.1,"51",11.5,7.7,23.9,50.9,76.3,36.2,60.7,77.7,"4.57",
"Naylor, Josh","647304","2022",".256",".452",".319","89.4","10.3",28.9,"32",8.6,6.4,21.9,42.8,72.8,32.9,68.2,87.1,"4.63",
"Toro, Abraham","647351","2022",".185",".324",".239","87","16.7",31.2,"18",6.8,4.6,19.4,29.7,64.1,30.9,63.6,84.7,"4.31",
"Diaz, Aledmys","649557","2022",".243",".403",".287","86.6","12.4",30.3,"16",6.3,5.9,24,36.8,74.2,33,64.2,83.7,"4.33",
"Urias, Luis","649966","2022",".239",".404",".335","87.3","18",34.3,"26",8.3,5.4,24,35.3,63.2,23.3,70.9,80.4,"4.63",
"Arraez, Luis","650333","2022",".316",".420",".375","88.9","12.9",38.7,"18",3.6,5.7,30.6,30.2,63.2,24.1,89.4,94,"4.49",
"Jimenez, Eloy","650391","2022",".295",".500",".358","92.8","7.4",31.7,"33",14.7,8.5,21.4,54.9,71.7,32.2,55.5,77.5,"4.62",
"Torres, Gleyber","650402","2022",".257",".451",".310","90.4","17.5",36.2,"43",10.7,8.5,23.7,45.3,71.9,27.7,59.9,77.7,"4.51",
"Castro, Willi","650489","2022",".241",".367",".284","84.8","13.9",35.5,"10",3.5,4.2,29.3,31.4,77.2,39.8,51.9,81,"4.29",
"Diaz, Yandy","650490","2022",".296",".423",".401","92.2","7.7",30.7,"20",4.8,8.9,26.1,49,63.6,19.6,71,90.4,"4.53",
"De La Cruz, Bryan","650559","2022",".252",".432",".294","90.8","9.8",43.6,"29",11.9,6.2,28.4,47.3,70.7,31.1,57,78.7,"4.52",
"Rengifo, Luis","650859","2022",".264",".429",".294","86.9","9.9",31.1,"22",5.4,4.9,23.1,33.6,77.3,34.9,62.5,85.8,"4.31",
"Chapman, Matt","656305","2022",".229",".433",".324","92.2","19",34,"48",12.9,8.8,24.1,51.2,64.2,19.2,55.3,76,"4.44",
"Chavis, Michael","656308","2022",".229",".389",".265","85.4","11.1",33,"21",7.5,6.1,22.9,38.7,76.7,39.1,50.2,79.1,"4.36",
"Hoskins, Rhys","656555","2022",".246",".462",".332","90.1","18.1",37.3,"47",11.1,5.9,25.5,44.3,60.7,23.2,52.2,82.8,"4.73",
"Joe, Connor","656582","2022",".238",".359",".338","85.3","10.6",35.1,"14",4.5,3.9,26,33.8,58.5,21.7,59.9,85.3,"4.57",
"Mullins II, Cedric","656775","2022",".258",".403",".318","88.8","17.4",29.3,"24",4.9,5.9,23,37.3,71.2,29.9,63,82,"4.16",
"Rivera, Emmanuel","656896","2022",".233",".409",".292","90.4","9.8",32.3,"23",9.3,6,21,38.3,72.6,28.1,50,83.8,"4.68",
"Schwarber, Kyle","656941","2022",".218",".504",".323","93.3","19.2",35.4,"76",20.1,8.7,17.4,54.4,60.6,21.7,52.3,77.1,"4.51",
"Thomas, Lane","657041","2022",".241",".404",".301","86.4","12.5",32.6,"24",6.5,5.7,22.4,34.5,61.4,26.1,63,85.4,"4.38",
"Verdugo, Alex","657077","2022",".280",".405",".328","89.1","8.4",37.8,"31",6,7.6,27.3,38.2,64,24.9,68,90.4,"4.38",
"Laureano, Ramon","657656","2022",".211",".376",".287","88.7","14.9",28.9,"28",11.6,4.1,23.6,38.4,64.2,28.8,47.3,79.7,"4.43",
"Sheets, Gavin","657757","2022",".241",".411",".295","88.6","14.8",32.3,"19",6.5,6.1,21.4,36.1,63.7,33.2,66.9,84.5,"4.52",
"Moncada, Yoan","660162","2022",".212",".353",".273","88.7","15.7",35.1,"28",9.8,6.3,22.1,37.5,66,28.1,49.6,81.5,"4.39",
"Ohtani, Shohei","660271","2022",".273",".519",".356","92.9","12.1",35,"72",16.8,5.6,24.5,49.8,72.1,28.4,60.2,76.9,"4.09",
"Acuna Jr., Ronald","660670","2022",".266",".413",".351","91.2","10.8",32.8,"44",12.8,6.1,21.8,49.7,73.5,24.3,59.9,80.6,"4.27",
"Ruiz, Keibert","660688","2022",".251",".360",".313","88","14.9",36.3,"13",3.7,7.5,28.8,32.3,72.1,31.4,72.5,91,"4.77",
"Gonzalez, Oscar","660757","2022",".296",".461",".327","88.6","5.4",32.5,"21",7.3,4.8,28.4,40.1,74.3,46.6,61.5,82,"4.35",
"Sanchez, Jesus","660821","2022",".214",".403",".280","89.5","11",25.7,"22",9.9,3.2,21.2,40.5,66.6,32.7,52.8,80.9,"4.48",
"Contreras, William","661388","2022",".278",".506",".354","90.4","6.1",31.9,"31",13.4,4.7,24.6,46.6,62.8,28.8,49.8,74.2,"4.51",
"Varsho, Daulton","662139","2022",".235",".443",".302","87.7","14.9",33.6,"40",10.2,8.4,16.8,35.6,69.1,30.5,61.5,78.2,"4.28",
"Nootbaar, Lars","663457","2022",".228",".448",".340","91.7","10.7",30.4,"27",12.1,4.9,22.3,46,58.6,21,62.3,80.4,"4.28",
"Hoerner, Nico","663538","2022",".281",".410",".327","87.2","10.6",32.4,"11",2.6,4.7,26.3,33.5,65.1,33.8,72,92.6,"4.28",
"Riley, Austin","663586","2022",".273",".528",".349","92.5","12.9",37.7,"71",15.7,8.4,20.2,50.8,75.3,30.1,52.3,81.3,"4.5",
"Mountcastle, Ryan","663624","2022",".250",".423",".305","91.3","15.9",39.5,"61",15,4.7,27,46.3,79.1,37.8,57.1,78,"4.51",
"Hayes, Ke'Bryan","663647","2022",".244",".345",".314","91","5.2",30.6,"15",3.9,6.2,27.5,46.8,61.2,27.1,58.7,89.3,"4.41",
"Tucker, Kyle","663656","2022",".257",".478",".330","90","19",34.4,"46",10.2,10.2,21.7,42.4,80.2,26.1,60,86.6,"4.51",
"India, Jonathan","663697","2022",".249",".378",".327","85.1","14.5",36,"14",4.8,4.5,26.7,28.8,56.9,24.5,54.7,84.9,"4.46",
"Raleigh, Cal","663728","2022",".211",".489",".284","90.9","22.5",36,"39",15.4,8.7,17.8,43.5,77.6,31.1,50.9,75.4,"4.57",
"Grisham, Trent","663757","2022",".184",".341",".284","88.3","15.1",25.5,"25",8.1,5.8,19,35.5,56.1,20.7,52.7,78.5,"4.35",
"Vierling, Matt","663837","2022",".246",".351",".297","91.2","12",35.2,"13",5,7.7,29.9,47.1,59.9,28.3,63.5,86.9,"4.34",
"Rodgers, Brendan","663898","2022",".266",".408",".325","90","4.6",31.3,"31",7.2,5.6,26.2,45.9,72.1,27.2,58.4,84.6,"4.52",
"Lowe, Nathaniel","663993","2022",".302",".492",".358","90.2","8.2",34.1,"44",9.9,5.2,28,44.8,74,29.2,56.1,82.1,"4.39",
"Happ, Ian","664023","2022",".271",".440",".342","89.7","10.9",29.2,"28",6.5,6.5,24.1,40.4,71.8,26.6,55.4,79.5,"4.32",
"France, Ty","664034","2022",".274",".436",".338","87.6","10",34.8,"25",5.4,5,27.5,36.8,75.8,31.9,60.7,90.2,"4.89",
"Bader, Harrison","664056","2022",".250",".356",".294","83.4","16.7",28.4,"8",3.4,5.6,24.1,26.3,64.6,34.5,59.1,88.1,"4.27",
"Straw, Myles","664702","2022",".221",".273",".291","87","9.8",34.1,"3",0.7,4.8,25.1,26.5,57.9,19.6,71.6,91.7,"4.14",
"Bohm, Alec","664761","2022",".280",".398",".315","90.2","10.4",37.7,"33",6.8,6,29.8,43,72,31.4,68.2,83.9,"4.59",
"Brown, Seth","664913","2022",".230",".444",".305","89.2","15.8",34.9,"46",13,5.4,23.4,41.4,69.7,29.1,45.2,81.5,"4.51",
"McCarthy, Jake","664983","2022",".283",".427",".342","87.4","8",32.5,"12",4.8,3.2,25.3,33.7,74.7,29.7,48.9,78,"4.21",
"Walsh, Jared","665120","2022",".215",".374",".269","90.1","10.7",34,"27",9.5,6,24.6,42.5,66,30.8,55.3,79.2,"4.55",
"Pena, Jeremy","665161","2022",".253",".426",".289","88.1","8.7",32.9,"38",9.7,5.4,25,36.7,75.3,37.8,45.3,83.6,"4.28",
"Celestino, Gilberto","665482","2022",".238",".302",".313","87.3","-1.9",27.1,"6",2.5,4.2,22.9,34.3,65.7,21.8,56.8,82.6,"4.5",
"Guerrero Jr., Vladimir","665489","2022",".274",".480",".339","92.8","4.3",27.9,"59",11.2,6.8,20.2,50.4,71.5,30.5,58.6,83.8,"4.56",
"Soto, Juan","665742","2022",".242",".452",".401","91","9.1",28.5,"53",12.4,7.2,18.2,47.4,56.3,17.2,64.2,86,"4.39",
"Taveras, Leody","665750","2022",".261",".366",".309","89.3","12",28.7,"10",4.3,3,27.4,36.1,68.1,31.7,48.1,79.9,"4.21",
"Cruz, Oneil","665833","2022",".233",".450",".294","91.9","8.3",30.6,"32",15.5,2.9,18.4,46.1,52.9,30.5,43.5,79.7,"4.2",
"Gimenez, Andres","665926","2022",".297",".466",".371","87.8","11.7",31.3,"24",6.2,6.5,25.6,37.8,70.9,38.4,59.5,79.6,"4.14",
"Lux, Gavin","666158","2022",".276",".399",".346","88","6.8",34,"20",6.1,6.1,24,39.8,62.5,23.7,56.7,84.7,"4.19",
"Bichette, Bo","666182","2022",".290",".469",".333","91.9","8.5",33.3,"48",9.6,7.2,27.1,50.3,77.6,35.2,59.7,85.2,"4.5",
"Carlson, Dylan","666185","2022",".236",".380",".316","86.1","12.9",35.7,"15",4.4,7.3,22.2,27.2,67.8,24.8,59.6,79.5,"4.32",
"Morel, Christopher","666624","2022",".235",".433",".308","89.6","9.1",30,"33",13.4,5.7,22.3,40.3,71.8,28.6,48.9,65.2,"4.38",
"Dalbec, Bobby","666915","2022",".215",".369",".283","90.3","15.2",32,"24",11.8,6.4,22.2,45.8,66.3,29.1,43.9,75.5,"4.49",
"Garcia, Adolis","666969","2022",".250",".456",".300","92.1","13.2",36.9,"55",12.9,9.3,22.9,47.4,73.5,37.3,55.4,73.4,"4.35",
"Gurriel Jr., Lourdes","666971","2022",".291",".400",".343","90.6","10.9",34.7,"14",3.8,8.9,30.9,45.7,68.4,29.6,62.9,85.6,"4.44",
"Arozarena, Randy","668227","2022",".263",".445",".327","89.9","8.8",28.2,"34",7.9,5.8,20.1,41,64,30.9,58.7,78.4,"4.27",
"Reynolds, Bryan","668804","2022",".262",".461",".345","90.2","12",35.5,"32",7.9,6,24.8,42.9,73,31.5,49,84.1,"4.34",
"Rutschman, Adley","668939","2022",".254",".445",".362","87.9","15.6",35.6,"25",7.9,6.7,25.4,36.8,61.1,23.1,67.7,88.5,"4.4",
"Rojas, Josh","668942","2022",".269",".391",".349","88.8","11.9",33.5,"16",4.5,4.8,27.3,36.1,62.5,19.9,58.3,83.5,"4.37",
"Melendez Jr., MJ","669004","2022",".217",".393",".313","90.7","15.1",31,"35",10.4,6.8,23.2,43.5,66,24.1,53.7,79.3,"4.21",
"Marsh, Brandon","669016","2022",".245",".384",".295","89.2","10.9",40.8,"20",7.4,7,29.8,38.2,64.7,31.8,55.6,77.8,"4.27",
"Murphy, Sean","669221","2022",".250",".426",".332","88.7","11.5",34.7,"44",10.5,6.5,23.2,41.4,71.1,29.5,61.1,82.7,"4.62",
"Senzel, Nick","669222","2022",".231",".306",".296","87.2","11.7",35,"10",3.3,5,27.7,33.9,68.2,27.7,61.2,85.3,"4.41",
"Edman, Tommy","669242","2022",".265",".400",".324","88.6","8.7",31.6,"29",6.2,5.1,25.6,37.8,64,30.6,61,87.8,"4.25",
"Smith, Will","669257","2022",".260",".465",".343","89.9","18.4",36.8,"43",10.3,7.2,23.3,43,63.7,21.3,70.9,83.9,"4.5",
"Suwinski, Jack","669261","2022",".202",".411",".298","88.3","14.3",26.3,"26",12.2,7.5,19.7,40.4,61.1,24.5,42.9,79.6,"4.32",
"Espinal, Santiago","669289","2022",".267",".370",".322","86.1","14.1",33.8,"13",3.4,3.6,25.7,31.7,67.1,25.6,72.2,88.3,"4.38",
"Miranda, Jose","669304","2022",".268",".426",".325","89.3","13.8",34.2,"22",6.2,7.9,26.8,42.4,72.5,32.7,56.7,85.2,"4.61",
"Gorman, Nolan","669357","2022",".226",".420",".300","89.2","20",46.7,"26",14.4,11.7,24.4,43.3,74.9,31.1,47.1,74,"4.38",
"Allen, Nick","669397","2022",".207",".291",".256","83.9","7.6",26,"3",1.2,3.3,24,22.3,73.7,32.3,53.8,84.5,"4.42",
"Hays, Austin","669720","2022",".250",".413",".306","87.7","11.3",32.3,"22",5.2,7.1,23.3,37.7,67.7,36.2,57.8,87.7,"4.36",
"Lopez, Nicky","670032","2022",".227",".273",".281","84.9","4.9",31.3,"6",1.6,2.9,25,22.9,67.8,30,70.2,86.2,"4.24",
"Alvarez, Yordan","670541","2022",".306",".613",".406","95.2","12.3",40.7,"78",21,7.5,23.2,59.8,63.7,24.8,52.7,87.4,"4.53",
"Paredes, Isaac","670623","2022",".205",".435",".304","87.4","15.8",27.4,"17",6.4,6.4,19.2,38.7,60.7,20.5,68.6,89,"4.76",
