"last_name, first_name","player_id","year","pa","home_run","walk","batting_avg","slg_percent","on_base_percent","xba","xslg","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","whiff_percent","hp_to_1b",""
"Tucker, Kyle","663656","2020","228","9","18",".268",".512",".325",".261",".449",".318","91.1","14.9",34.1,9.1,6.7,24.4,1.8,44.5,77.3,26.3,63.9,82.6,22.5,"4.35",
"Grisham, Trent","663757","2020","252","10","31",".251",".456",".352",".266",".482",".366","88.3","13.5",37.9,11.1,3.9,24.2,9.8,41.8,58,18,58.1,79.9,24.2,"4.34",
"Happ, Ian","664023","2020","231","12","30",".258",".505",".361",".261",".469",".365","91.1","9",37.5,10.3,5.1,28.7,2.2,48.5,64.4,24.2,36.1,75.9,35.7,"4.33",
"Lowe, Brandon","664040","2020","224","14","25",".269",".554",".362",".261",".550",".356","89.8","18.1",37.2,17.5,5.1,20.4,4.4,43.1,72.6,21.1,36.6,72,35.7,"4.33",
"Fletcher, David","664058","2020","230","3","20",".319",".425",".376",".292",".351",".352","84.7","4.1",30.8,0.5,1.1,30.8,5.4,17.8,47.3,26,82.1,95.6,8.6,"4.32",
"Tatis Jr., Fernando","665487","2020","257","17","27",".277",".571",".366",".297",".614",".386","95.9","8.7",32.3,19.5,7.9,20.1,0.6,62.2,71.8,26.1,60,76.2,28,"4.26",
"Guerrero Jr., Vladimir","665489","2020","243","9","20",".262",".462",".329",".261",".439",".329","92.5","4.6",29.5,8.7,6,19.7,1.1,50.8,74,24.6,55.9,82.6,24.7,"4.74",
"Soto, Juan","665742","2020","196","13","41",".351",".695",".490",".332",".696",".475","92.1","4.3",33.3,18.3,6.3,24.6,2.4,51.6,61.2,15.9,58.9,84.5,21.4,"4.29",
"Gurriel Jr., Lourdes","666971","2020","224","11","14",".308",".534",".348",".281",".486",".325","90.8","10.5",39.5,11.7,3.1,24.7,3.1,49.4,70.7,33.9,61.1,80.5,26.3,"4.53",
"Reynolds, Bryan","668804","2020","208","7","21",".189",".357",".275",".228",".403",".310","87.5","10.2",35.2,10.2,3.9,21.9,5.5,38.3,70,27.7,47.3,83.9,27.7,"4.3",
"Edman, Tommy","669242","2020","227","5","16",".250",".368",".317",".266",".367",".334","86.5","8.2",31,3.8,4.4,27.8,5.1,33.5,61,25.6,63.8,88,19,"4.19",
"Solak, Nick","669256","2020","233","2","18",".268",".344",".326",".264",".388",".326","89.9","9.4",27.5,4.7,7,22.8,2.3,40.4,64.1,24.2,56.4,90.4,19.1,"4.25",
"Hiura, Keston","669374","2020","246","13","16",".212",".410",".297",".210",".435",".299","87.4","14.3",34.3,14.2,4.5,22.4,4.5,39.6,71.4,30.4,41.7,64.4,42.7,"4.58",
"Lopez, Nicky","670032","2020","192","1","18",".201",".266",".286",".238",".308",".319","84.9","1.4",30.5,1.5,3.1,26.7,8.4,26.7,64.2,25.2,67.4,82.4,21,"4.26",
"Robert Jr., Luis","673357","2020","227","11","20",".233",".436",".302",".221",".462",".296","87.9","16.7",36.6,13,9.2,16,5.3,40.5,81.1,39.6,42.4,68.3,41.5,"4.24",
"Cabrera, Miguel","408234","2021","526","15","40",".256",".386",".316",".234",".420",".301","91.4","10",32.8,8.3,8.5,22.9,3.3,49,69.1,30.2,57.1,82,25.8,"5.01",
"Cruz Jr., Nelson","443558","2021","584","32","51",".265",".497",".334",".264",".512",".341","92.9","11.8",31.8,13.6,8.1,19.7,3,52.5,73.8,31,52.6,77.3,30.7,"4.69",
"Peralta, David","444482","2021","538","8","46",".259",".402",".325",".243",".345",".313","89.3","5.3",27.2,5,4.5,24.2,3.3,41.8,66.3,27.4,59.6,86.6,21.3,"4.38",
"Blackmon, Charlie","453568","2021","582","13","54",".270",".411",".351",".291",".450",".369","87.6","10.2",32.6,7,3.5,29.8,4.7,38.5,67.9,26.2,63.5,85.3,20.2,"4.34",
"McCutchen, Andrew","457705","2021","574","27","81",".222",".444",".334",".240",".431",".352","88.8","14.6",33.6,9,8.4,21.8,3.9,39.5,63.7,19.1,50,81.1,25.9,"4.37",
"Turner, Justin","457759","2021","612","27","61",".278",".471",".361",".270",".470",".358","90.9","19.2",36.5,7.9,8.6,27.2,1.1,42.4,66.9,22.7,69.4,86.8,17.7,"4.78",
"Votto, Joey","458015","2021","533","36","77",".266",".563",".375",".274",".592",".383","92.9","18.2",44.3,17.2,9.2,23.7,1.2,53.2,67.9,22,50.8,77.6,29.4,"4.76",
"Andrus, Elvis","462101","2021","541","3","31",".243",".320",".294",".273",".375",".324","87.8","8.1",34,2.1,5.9,30.3,4.5,34.8,65.9,31.9,61.3,89.2,19.6,"4.53",
"Santana, Carlos","467793","2021","659","19","86",".214",".342",".319",".244",".421",".345","89.9","12.9",28,6.8,7.1,22.4,3.2,41.9,66.9,22.6,63.4,83.3,22.2,"4.7",
"Lowrie, Jed","476704","2021","512","14","49",".245",".398",".318",".259",".464",".332","90.7","16.4",36.5,9.3,9.6,23.8,1.4,45.9,70.8,20.9,53.4,81.7,24.2,"4.7",
"Brantley Jr., Michael","488726","2021","508","8","33",".311",".437",".362",".312",".466",".365","89.5","9.9",38.8,5.8,6.2,31.4,3.4,42.9,65.9,24.1,78.1,92.7,10.9,"4.65",
"Gurriel, Yuli","493329","2021","605","15","59",".319",".462",".383",".271",".386",".347","89.8","13.4",31,3.4,5.5,29.1,2.3,42,62.2,26.1,75.8,91.2,13.9,"4.42",
"Rojas, Miguel","500743","2021","539","9","37",".265",".392",".322",".249",".345",".308","86.2","11.5",32.4,2.8,4.7,26,3.8,32.9,66.4,26.3,61.4,88.6,19.3,"4.56",
"Escobar, Eduardo","500871","2021","599","28","48",".253",".472",".314",".249",".453",".310","87","20.8",38,8.9,6.1,23.2,5.2,34.5,72.2,28.9,63.7,81.6,23.9,"4.34",
"Pham, Tommy","502054","2021","561","15","78",".229",".383",".340",".253",".438",".362","90.8","7.6",35.6,10,8.8,22.5,3.1,47.6,60,16,49.7,83.4,23.6,"4.54",
"Martinez, J.D.","502110","2021","634","28","55",".286",".518",".349",".288",".533",".352","92.1","16.9",41.2,12.5,10.8,24.2,2.6,49.4,76.5,33.7,53.3,79.1,29.2,"4.69",
"Goldschmidt, Paul","502671","2021","679","31","67",".294",".514",".365",".293",".575",".366","92.6","17.1",36.9,13.6,8.3,26.3,1.7,50.6,64.4,25.2,66.5,78.8,24.9,"4.59",
"Altuve, Jose","514888","2021","678","31","66",".278",".489",".350",".262",".421",".339","87.7","15.6",32.1,6.4,6.2,23.8,6.2,35,66.8,30.3,71.5,89.4,15.9,"4.22",
"Hernandez, Cesar","514917","2021","637","21","59",".232",".386",".308",".243",".386",".319","87.4","10.7",32.6,6.8,5,22.1,5.7,33.2,68.3,26.1,59.4,83,22,"4.24",
"Segura, Jean","516416","2021","567","14","39",".290",".436",".348",".266",".396",".328","87.2","5.8",31.1,5.9,5.4,22.4,6.8,37.4,66.7,30.1,68.5,87.5,17.1,"4.34",
"Marte, Starling","516782","2021","526","12","43",".310",".458",".383",".277",".438",".354","87.6","4.6",32.6,8.4,4.3,25.6,7.3,39.6,71,30.2,56.2,82.3,24.4,"4.22",
"Donaldson, Josh","518626","2021","543","26","74",".247",".475",".352",".269",".542",".372","94.1","14.6",30.2,17.4,4.8,18.5,1.7,52.7,70.2,22.6,57.9,77.4,27.6,"4.83",
"Freeman, Freddie","518692","2021","695","31","85",".300",".503",".393",".320",".583",".410","91.4","12",37.2,11.5,7.1,31.9,2.6,46.1,77.6,25.7,67.3,82.7,21,"4.43",
"LeMahieu, DJ","518934","2021","679","10","73",".268",".362",".349",".283",".397",".366","90.6","5",33.3,3.7,6.9,28.5,2.6,43.5,62,20.4,71.7,90.2,14.4,"4.64",
"Rizzo, Anthony","519203","2021","576","22","52",".248",".440",".344",".261",".434",".356","90.1","14.8",31.4,7.7,5.6,25.4,2.9,41.1,64.5,29.4,67.5,84.4,20.8,"4.66",
"Stanton, Giancarlo","519317","2021","579","35","63",".273",".516",".354",".262",".498",".346","95.1","10.3",32.6,15.7,11,17.7,2.5,56.3,63.5,28,49.5,76.5,32.6,"4.96",
"Perez, Salvador","521692","2021","665","48","28",".273",".544",".316",".273",".562",".318","93","15.9",34.1,16.3,8.6,24.2,2.9,56.2,78.6,44.7,50,79.3,33.7,"4.73",
"Garcia, Avisail","541645","2021","515","29","38",".262",".490",".330",".278",".514",".346","90.4","9.3",35.9,12.2,7,22.6,3.5,46.4,81.9,37.2,50.4,74.5,33.7,"4.47",
"Villar, Jonathan","542340","2021","505","18","46",".249",".416",".322",".235",".388",".310","88","7",29.9,7.4,5.6,23.1,4.3,34.9,74.6,28,50.3,77.6,30.1,"4.39",
"Aguilar, Jesus","542583","2021","510","22","46",".261",".459",".329",".260",".453",".329","89.6","19",34.7,8.5,5.5,26.4,2.5,41,63.8,27.4,55.3,82.9,25.9,"4.83",
"Crawford, Brandon","543063","2021","549","24","56",".298",".522",".373",".259",".492",".341","88.8","14.7",35.8,11.5,8.4,22.5,3.4,43.3,77.6,27.9,47.6,79.6,29.3,"4.48",
"Cron, C.J.","543068","2021","547","28","60",".281",".530",".375",".261",".481",".360","88.8","15.8",31.9,11.5,5,26.1,4.5,42,66.3,30.8,57.7,80.8,27.4,"4.71",
"Grossman, Robbie","543257","2021","671","23","98",".239",".415",".357",".234",".399",".355","87.8","21.1",39.5,7.6,8.3,24.9,3.4,34.1,63.4,15.7,57.8,84,21.6,"4.38",
"Harrison, Josh","543281","2021","558","8","31",".279",".400",".341",".278",".420",".340","87.2","14.5",39.5,4.4,7.4,28.4,3.5,32.6,75.1,35.5,72.6,85,18.8,"4.46",
"Hosmer, Eric","543333","2021","565","12","48",".269",".395",".337",".268",".406",".337","90.5","3.3",26.6,5.8,6.1,27.4,5.8,47,67,31.8,61.8,85.4,22.9,"4.53",
"Semien, Marcus","543760","2021","724","45","66",".265",".538",".334",".249",".459",".320","89.7","20.3",35.2,9.8,8.3,22.4,1.8,41.3,69.7,21.3,55.7,85.6,21.5,"4.37",
"Grichuk, Randal","545341","2021","545","22","27",".241",".423",".281",".234",".402",".278","89.8","16.1",30.4,8.5,6.2,19,3.5,41.1,73.7,32.4,55.2,87,23.2,"4.45",
"Harper, Bryce","547180","2021","599","35","100",".309",".615",".429",".301",".609",".423","92.5","13.3",38.9,18.1,8.3,23.9,5,49.7,75.3,24.8,49.7,74.8,31.9,"4.38",
"Abreu, Jose","547989","2021","659","30","61",".261",".481",".351",".252",".457",".347","92","10.4",31.2,10.2,9.2,21.7,2.1,49.3,66.7,32.2,53.8,82.6,27.7,"4.62",
"Suarez, Eugenio","553993","2021","574","31","56",".198",".428",".286",".215",".455",".302","89.1","18.3",33,15,3.8,16.5,4.4,39.8,64.3,23.3,43.3,81.3,29.5,"4.63",
"Schoop, Jonathan","570731","2021","674","22","37",".278",".435",".320",".258",".404",".305","88.1","10.8",30.1,6.8,4.4,24.7,5,40.2,70.9,35.3,58.5,84.3,24.7,"4.58",
"Arenado, Nolan","571448","2021","653","34","50",".255",".494",".312",".248",".420",".308","89","20",34.1,6.7,6.9,23,2.8,37.5,67.4,29,65.4,89.6,18.5,"4.78",
"Farmer, Kyle","571657","2021","529","16","22",".263",".416",".316",".252",".383",".306","87.2","15.8",36,4.3,5.9,26.3,4.8,31.9,65.4,35.4,64.7,88.5,20,"4.51",
"Haniger, Mitch","571745","2021","691","39","54",".253",".485",".318",".262",".497",".329","89.3","14.8",33.6,12.6,6.5,23.5,4.6,45.1,65,29.2,49.9,79.9,29.8,"4.54",
"Hernandez, Enrique","571771","2021","585","20","61",".250",".449",".337",".253",".454",".342","90.8","17.9",36.5,8.4,9.1,23.7,1.2,43.2,66.8,24.9,53.7,85.8,23.5,"4.47",
"Muncy, Max","571970","2021","592","36","83",".249",".527",".368",".271",".580",".387","91.2","15.2",34.9,16.1,8.2,19.6,3.4,46.6,60.3,15.7,52.1,83.2,23.4,"4.44",
"Seager, Kyle","572122","2021","670","35","59",".212",".438",".285",".221",".452",".294","89","19.5",35.7,12.3,7.8,17.9,3.8,40.1,72.3,29.2,50,79.4,29.6,"4.62",
"Taylor, Michael A.","572191","2021","528","12","33",".244",".356",".297",".246",".390",".299","89.4","12.1",30.6,6.6,4.6,26.3,3.5,40.2,75.3,30.5,47.5,76.6,30.9,"4.3",
"Yastrzemski, Mike","573262","2021","532","25","51",".224",".457",".311",".221",".431",".309","89.5","19.4",33.1,10.3,7.6,20.2,3.2,39.3,67.9,23,59.1,80.2,24.2,"4.39",
"Iglesias, Jose","578428","2021","511","9","21",".271",".391",".309",".270",".366",".308","85.4","11.5",35.5,3.4,2.9,28.4,6.1,28.6,68.5,43.2,69.6,89.5,18.9,"4.21",
"Bryant, Kris","592178","2021","586","25","62",".265",".481",".353",".260",".449",".349","88.2","15.1",37.1,10.3,6.1,25.5,5,40,73.7,26.7,46.5,82.4,28,"4.38",
"Canha, Mark","592192","2021","625","17","77",".231",".387",".358",".231",".378",".358","87.3","13.5",36.1,7.1,5.9,23.7,4.8,35.4,61.4,20.7,61.2,84.7,21.5,"4.41",
"Castellanos, Nick","592206","2021","585","34","41",".309",".576",".362",".293",".535",".350","89.8","14",44,10.6,11.5,24.3,6.3,46.9,78.9,36.2,51.3,79.8,30.6,"4.42",
"Judge, Aaron","592450","2021","633","39","75",".287",".544",".373",".308",".594",".394","95.8","11.6",38.5,17.6,9.1,23.7,1.8,58.4,66.1,23.7,50.7,79.8,29.1,"4.65",
"Machado, Manny","592518","2021","640","28","63",".278",".489",".347",".291",".526",".363","93.1","14",33.8,13.3,7,24.1,2.7,52.2,70.2,28.9,58.5,85.7,23,"4.52",
"Realmuto, J.T.","592663","2021","537","17","48",".263",".439",".343",".253",".416",".335","89.6","11.5",31.2,8.6,6,26.6,3.7,44.7,69.9,30.7,61.4,78.6,27,"4.28",
"Renfroe, Hunter","592669","2021","572","31","44",".259",".501",".315",".260",".506",".320","90.1","15.6",32.7,14.4,6.3,18.6,3.3,44.3,66.7,31.8,60.7,81.2,25.9,"4.49",
"Merrifield, Whit","593160","2021","720","10","40",".277",".395",".317",".263",".383",".306","86.9","14.1",40,3.5,7.2,27.1,3.3,28.8,71.3,29,71.1,85.9,18.1,"4.32",
"Bogaerts, Xander","593428","2021","603","23","62",".295",".493",".370",".280",".468",".359","89.6","12.5",36.4,9.7,5.9,25.1,3.1,43,62.4,31,66.4,84.5,22,"4.29",
"Polanco, Jorge","593871","2021","644","33","45",".269",".503",".323",".267",".488",".323","89.4","19.3",36.1,10.1,5.9,22.9,5,37.4,70.5,29.7,62.3,87.5,19.7,"4.23",
"Sano, Miguel","593934","2021","532","30","59",".223",".466",".312",".216",".439",".306","93.4","17.6",32.3,17.7,5.2,21.9,4.5,55.9,66.1,26.5,36.1,74.1,38.2,"4.76",
"Duvall, Adam","594807","2021","555","38","35",".228",".491",".281",".227",".499",".281","89.8","23.6",33.3,16.1,5,20.5,4.4,43.9,67,34,51.6,81.1,29.3,"4.42",
"Baez, Javier","595879","2021","547","31","28",".265",".494",".319",".241",".455",".299","90.1","10.6",32.7,13.4,7.2,20.9,4.4,45.2,75.8,44.6,46.5,70.6,40.5,"4.31",
"Lindor, Francisco","596019","2021","524","20","58",".230",".412",".322",".254",".450",".345","90.7","14.4",35.6,8.2,7.7,21.6,5.2,44.1,70.8,26.2,60.9,82.4,23.2,"4.37",
"Story, Trevor","596115","2021","595","24","53",".251",".471",".329",".245",".450",".326","90.6","17.5",34.2,9.9,6.6,21.2,2,42.6,73.6,30.5,51.9,82,27.4,"4.31",
"Candelario, Jeimer","600869","2021","626","16","65",".271",".443",".351",".278",".462",".358","88.7","12.6",38.6,9,6.6,28.4,3.6,39.1,68.6,29.2,59.3,84.6,23.4,"4.52",
"Bell, Josh","605137","2021","568","27","65",".261",".476",".347",".277",".488",".363","92.5","4.9",28.5,8.8,6.8,24.8,2.3,52,74.1,23.8,55.3,83.7,24.1,"4.66",
"Betts, Mookie","605141","2021","550","23","68",".264",".487",".367",".263",".445",".369","90.3","18.9",34,7.8,7.5,23.6,2.6,41,63.9,18.1,61.5,89.8,16.8,"4.46",
"Tapia, Raimel","606132","2021","533","6","40",".273",".372",".327",".250",".318",".307","85.7","-4.4",19.9,2.1,1.4,20.4,5.9,31.5,69,33,72.3,90.7,14.7,"4.22",
"Hernandez, Teoscar","606192","2021","595","32","36",".296",".524",".346",".284",".536",".336","91.8","13.1",37.4,13.9,7.7,24.3,2.7,49,75.8,30.7,43.7,79.4,31.8,"4.34",
"Turner, Trea","607208","2021","646","28","41",".328",".536",".375",".304",".485",".355","89.6","11.4",34.6,7.4,5.3,28,4.1,46.2,72.4,26.4,56.6,84.6,23,"4.13",
"Ramirez, Jose","608070","2021","636","36","72",".266",".538",".355",".283",".508",".373","90","18.2",33.4,11.1,4.9,22.8,3.4,42.4,64.5,24.1,71.1,91.1,14.9,"4.34",
"Gallo, Joey","608336","2021","616","38","111",".199",".458",".351",".202",".464",".354","91.5","22.7",29.4,18.5,3.8,16.1,6.6,45.8,64.4,19,35.1,68.7,38.8,"4.53",
"Swanson, Dansby","621020","2021","653","27","52",".248",".449",".311",".251",".455",".316","89.3","14.1",36.8,11.4,6.1,22.8,4.2,42.7,72.4,24.1,51.8,75.5,30.4,"4.31",
"Newman, Kevin","621028","2021","554","5","27",".226",".309",".265",".255",".330",".293","85.3","9.9",32,1.6,3.5,23.1,7.4,26,63.3,26.5,74.1,92.5,11.8,"4.35",
"Taylor, Chris","621035","2021","582","20","63",".254",".438",".344",".237",".422",".330","88.2","17.4",38.1,10.2,6.4,23.8,5.2,38.1,69.3,20.8,43.2,74.1,32.7,"4.34",
"Correa, Carlos","621043","2021","640","26","75",".279",".485",".366",".296",".482",".380","90.2","12.1",33.5,9.4,7.4,27,3.8,42.7,62,24.1,59.8,87.4,20.9,"4.53",
"Olson, Matt","621566","2021","673","39","88",".271",".540",".371",".264",".507",".374","91.6","16.2",32.4,12.7,7.8,19.7,3.9,48.8,72.2,23.7,62.9,81.6,23,"4.65",
"Alonso, Pete","624413","2021","637","37","60",".262",".519",".344",".271",".542",".352","91","14.7",34.5,14.8,8.2,20.1,4.3,47.3,70.9,30.8,58.8,83.4,24.9,"4.59",
"Frazier, Adam","624428","2021","639","5","48",".305",".411",".368",".288",".376",".353","85.4","12.6",38.9,1,4.7,33.2,3.7,25.2,67.9,26.1,74.5,92.2,12.4,"4.42",
"Soler, Jorge","624585","2021","602","27","67",".223",".432",".316",".250",".494",".341","91.2","15.7",30.9,12.7,7.4,20.8,2.6,47,70.1,23,42.8,81.3,29.2,"4.68",
"Cronenworth, Jake","630105","2021","643","21","55",".266",".460",".340",".276",".443",".351","88.6","12.5",35.8,7.2,3.9,25.5,3.7,35,62.5,23.5,68.7,92.2,13.7,"4.26",
"Meadows, Austin","640457","2021","591","27","59",".234",".458",".315",".240",".425",".325","89.3","21.7",36.1,8.7,7.9,22.5,2.5,37.9,70.9,25.1,55.4,83.5,24.4,"4.4",
"Anderson, Tim","641313","2021","551","17","22",".309",".469",".338",".278",".442",".308","89.6","4.3",32.5,7.8,5.9,27.1,4.6,42.3,79.1,36.9,56.8,82.2,25.9,"4.32",
"Crawford, J.P.","641487","2021","687","9","58",".273",".376",".338",".257",".339",".325","86.3","9.8",34.3,2.4,3.7,29,4.5,30.6,64,21.7,65.5,89.5,15.5,"4.41",
"Dozier, Hunter","641531","2021","543","16","43",".216",".394",".285",".224",".388",".295","89.9","15.8",33,8.8,9.1,22.4,2.9,42.2,70.4,29.8,38.3,81.7,32.4,"4.44",
"Mancini III, Trey","641820","2021","616","21","51",".255",".432",".326",".266",".452",".337","88.9","9.7",36,10.4,8,25.1,5.6,42,65.8,30.8,56,78.2,29.6,"4.65",
"McMahon, Ryan","641857","2021","596","23","59",".254",".449",".331",".244",".426",".323","90.5","14.3",40.2,7.3,9.8,24.1,2.3,43.5,73.2,24.4,49.1,78,29.2,"4.58",
"O'Neill, Tyler","641933","2021","537","34","38",".286",".560",".352",".279",".582",".347","93","17.8",39.9,17.9,7.2,23.6,4.1,52.2,73.8,27.6,44.1,73.9,34.7,"4.23",
"Rosario, Amed","642708","2021","588","11","31",".282",".409",".321",".267",".368",".310","88.8","5.5",32,2.8,4.6,28.8,2.3,43.5,64,34.7,59.1,84.2,24.8,"4.2",
"Adames, Willy","642715","2021","555","25","57",".262",".481",".337",".236",".438",".314","89.5","16.8",35.1,11.4,7.6,23.1,4.1,44.7,72.2,27.5,47.5,75.6,32.6,"4.4",
"Benintendi, Andrew","643217","2021","538","17","36",".276",".442",".324",".261",".456",".313","89.6","15.4",38.5,8.9,6.7,25.8,3.2,43.2,73.9,30.1,67,80.2,22.5,"4.39",
"Kiner-Falefa, Isiah","643396","2021","677","8","28",".271",".357",".312",".267",".349",".309","85.5","5.4",31.6,1.8,3.5,27.9,5.8,28.8,62.6,30.7,70.1,93,14.5,"4.3",
"Albies, Ozzie","645277","2021","686","30","47",".259",".488",".310",".257",".461",".309","89.6","21.1",37,9.3,7.3,22.8,2.6,37.2,82.4,34.1,64.8,79.7,24.9,"4.11",
"Devers, Rafael","646240","2021","664","38","62",".279",".538",".352",".291",".567",".366","92.9","13.1",35.2,15,7.3,22.6,2.9,51.8,77.7,32.4,61.3,77.3,27.7,"4.38",
"Urias, Luis","649966","2021","570","23","63",".249",".445",".345",".241",".427",".338","87.9","14.2",34.9,9.3,7.4,20.6,6.1,40.5,67.9,25.3,64.3,81.8,22.8,"4.63",
"Torres, Gleyber","650402","2021","516","9","50",".259",".366",".331",".265",".423",".336","87.1","14.2",37.1,7.8,5.8,27.7,4.4,35.7,70.8,22.7,56.4,79.2,26.3,"4.51",
"Diaz, Yandy","650490","2021","541","13","69",".256",".387",".353",".254",".399",".353","89.9","6.6",28.9,7,5.2,21.6,3.9,40.6,67,18.9,61.9,86.2,19.3,"4.59",
"Chapman, Matt","656305","2021","622","27","80",".210",".403",".314",".209",".423",".315","89.7","18.6",32.1,13.7,4.8,16.7,3.6,41.7,66.5,22.9,52.4,72.4,32.7,"4.44",
"Mullins II, Cedric","656775","2021","675","30","59",".291",".518",".360",".272",".447",".344","89.4","14.8",35.7,8.1,4.1,26.3,5.2,39.4,64.8,27.7,63.5,82.8,20.4,"4.17",
"Smith, Pavin","656976","2021","545","11","42",".267",".404",".328",".253",".397",".317","87.2","9",33.6,5.1,8.4,24.4,7.4,42.7,59.5,23.8,61.3,90.7,17.3,"4.49",
"Verdugo, Alex","657077","2021","604","13","51",".289",".426",".351",".284",".441",".348","90","7.7",34.7,7.1,5.3,27.6,4,43,62.3,26.5,66.6,88.7,17.7,"4.33",
"Moncada, Yoan","660162","2021","616","14","84",".263",".412",".375",".261",".426",".374","90.1","11.3",40,8.2,6.3,28.5,2.5,41.2,63.6,23.6,49.7,81,28.1,"4.34",
"Ohtani, Shohei","660271","2021","639","46","96",".257",".592",".372",".266",".612",".382","93.6","16.6",35.4,22.3,6.6,20,3.4,53.6,69.7,27.3,48.4,73.1,35,"4.09",
"Riley, Austin","663586","2021","662","33","52",".303",".531",".367",".281",".511",".348","90.1","14.2",36.5,13.3,8.6,24.2,5.1,45.6,72.2,31.1,57.3,78.9,28.3,"4.49",
"Mountcastle, Ryan","663624","2021","586","33","41",".255",".487",".309",".245",".457",".303","89.1","16.3",38.9,11.8,6.1,22.6,3.4,39.7,76,38.2,54,77.2,31.6,"4.44",
"Tucker, Kyle","663656","2021","567","30","53",".294",".557",".359",".303",".576",".369","91.4","17.6",42,11.6,11.6,24.5,2.9,47.5,80.9,26.4,62.9,85.5,20.3,"4.42",
"India, Jonathan","663697","2021","631","21","71",".269",".459",".376",".254",".436",".364","87.6","13.1",33.6,9.6,5.1,27.3,6.3,38.6,56.9,21.9,55.6,82.7,25.1,"4.4",
"Grisham, Trent","663757","2021","527","15","54",".242",".413",".327",".241",".368",".328","88.8","12.3",31,5.2,6,25.3,6.6,36.8,63.6,16.8,57.8,82.5,21.7,"4.34",
"Lowe, Nathaniel","663993","2021","642","18","80",".264",".415",".357",".236",".401",".333","90.8","5",31.4,9.5,4.5,23.6,2.3,45.5,66.4,22.9,60.9,81.8,23.5,"4.36",
"Happ, Ian","664023","2021","535","25","62",".226",".434",".323",".220",".396",".320","89.5","9.9",30.8,10.9,5.1,22.1,4.2,41.3,65.7,23.1,46.2,75.3,32.3,"4.39",
"France, Ty","664034","2021","650","18","46",".291",".445",".368",".270",".435",".353","88.5","11",35.9,6.8,5.3,29.7,3.6,38.9,72.1,30,61.6,89.5,19.1,"4.78",
"Lowe, Brandon","664040","2021","615","39","68",".247",".523",".340",".249",".499",".343","89.3","16.9",37.2,14,6.7,22.1,4.3,43.1,78.4,29.8,50,74.6,32.8,"4.33",
"Fletcher, David","664058","2021","665","2","31",".262",".324",".297",".272",".320",".307","82.3","8.2",30.4,0,1,27.2,7.9,15.7,61.2,29.2,80.9,94,9.5,"4.34",
"Straw, Myles","664702","2021","638","4","67",".271",".348",".349",".256",".333",".336","87.1","11.9",42.6,1.3,2.9,29.2,4.2,26.2,59.6,19.1,73.4,89.9,13.5,"4.12",
"Walsh, Jared","665120","2021","585","29","48",".277",".509",".340",".256",".434",".322","89.6","7.6",33.6,11.3,5,26,3.9,41.3,68.5,31.6,61.1,79.7,26,"4.43",
"Tatis Jr., Fernando","665487","2021","546","42","62",".282",".611",".364",".279",".615",".363","93.9","13.8",33.1,21.3,7.3,18.8,2.7,55.6,80.1,29,42.1,75.5,34.8,"4.26",
"Guerrero Jr., Vladimir","665489","2021","698","48","86",".311",".601",".401",".307",".590",".399","95.1","9.4",33.7,15.1,8.9,21.4,1.2,55.2,73.8,24.5,47.6,81.7,27.8,"4.62",
"Soto, Juan","665742","2021","654","29","145",".313",".534",".465",".305",".545",".463","93","5.8",29.7,13.3,5.3,23.4,3.1,52.7,60,12.2,56.4,85.3,20,"4.33",
"Chisholm Jr., Jazz","665862","2021","507","18","34",".248",".425",".303",".238",".409",".295","90.2","9",29,9,6.5,22.8,3.7,42,64.8,31,55.5,76.8,29.7,"4.12",
"Bichette, Bo","666182","2021","690","29","40",".298",".484",".343",".291",".489",".337","91.4","7.3",33.5,9.9,4.3,28.4,3.6,47.5,79.6,38.1,62.7,85.6,22.3,"4.4",
"Carlson, Dylan","666185","2021","619","18","57",".266",".437",".343",".247",".407",".328","88.2","15.1",40.6,7,7,27.3,3.3,31.1,67.2,23.9,52.9,79,27.9,"4.37",
"Garcia, Adolis","666969","2021","622","31","32",".243",".454",".286",".220",".422",".267","91","14.7",29.4,11.5,6.1,24.3,3.3,45.5,74.7,35.7,50.6,73.7,34.2,"4.32",
"Gurriel Jr., Lourdes","666971","2021","541","21","32",".276",".466",".319",".272",".462",".319","89.7","10.5",35.8,9.6,7.2,24.4,3.2,43,68.3,34.3,61,83.6,24.2,"4.54",
"Arozarena, Randy","668227","2021","604","20","56",".274",".459",".356",".222",".369",".313","89.9","7.6",29.7,8.2,5.8,20.9,4.1,42.3,66.4,24.8,50.5,74.3,32.4,"4.26",
"Reynolds, Bryan","668804","2021","646","24","75",".302",".522",".390",".294",".523",".384","89.4","13.4",39.9,10.4,6.8,26.8,3.8,40.8,75.4,24.8,52.3,84.6,23.9,"4.28",
"Rojas, Josh","668942","2021","550","11","58",".264",".411",".341",".232",".352",".313","88.2","8.4",40.7,4.8,4.6,28.2,4.3,31.1,62.9,21.2,59.3,81.6,23.5,"4.33",
"Edman, Tommy","669242","2021","691","11","38",".262",".387",".308",".274",".401",".320","87.5","9.5",31.5,4.2,5.8,25.4,4.5,35.1,65.6,28.2,70.1,90.7,14.9,"4.22",
